State,Year,Quarter,Type,Name,Registered_users
bihar,2021,2,District,madhubani,543493
bihar,2021,2,District,vaishali,497933
bihar,2021,3,District,patna,2156402
bihar,2021,3,District,muzaffarpur,842701
bihar,2021,3,District,purbi champaran,794120
bihar,2021,3,District,gaya,673356
bihar,2021,3,District,pashchim champaran,602251
bihar,2021,3,District,saran,588276
bihar,2021,3,District,madhubani,587337
bihar,2021,3,District,samastipur,586990
bihar,2021,3,District,darbhanga,586251
bihar,2021,3,District,vaishali,536933
bihar,2021,4,District,patna,2303852
bihar,2021,4,District,muzaffarpur,903775
bihar,2021,4,District,purbi champaran,853893
bihar,2021,4,District,gaya,721905
bihar,2021,4,District,pashchim champaran,647450
bihar,2021,4,District,saran,631469
bihar,2021,4,District,samastipur,630218
bihar,2021,4,District,madhubani,629986
bihar,2021,4,District,darbhanga,628529
bihar,2021,4,District,vaishali,576156
bihar,2022,1,District,patna,2443356
bihar,2022,1,District,muzaffarpur,962924
bihar,2022,1,District,purbi champaran,912427
bihar,2022,1,District,gaya,769265
bihar,2022,1,District,pashchim champaran,692182
bihar,2022,1,District,saran,673849
bihar,2022,1,District,samastipur,672508
bihar,2022,1,District,madhubani,672303
bihar,2022,1,District,darbhanga,669850
bihar,2022,1,District,vaishali,614159
bihar,2022,2,District,patna,2577123
bihar,2022,2,District,muzaffarpur,1018560
bihar,2022,2,District,purbi champaran,967838
bihar,2022,2,District,gaya,814180
bihar,2022,2,District,pashchim champaran,734476
bihar,2022,2,District,saran,714109
bihar,2022,2,District,samastipur,712626
bihar,2022,2,District,madhubani,711897
bihar,2022,2,District,darbhanga,708828
bihar,2022,2,District,vaishali,650319
bihar,2022,3,District,patna,2716533
bihar,2022,3,District,muzaffarpur,1077200
bihar,2022,3,District,purbi champaran,1025772
bihar,2022,3,District,gaya,859903
bihar,2022,3,District,pashchim champaran,777977
bihar,2022,3,District,saran,756293
bihar,2022,3,District,samastipur,754322
bihar,2022,3,District,madhubani,753153
bihar,2022,3,District,darbhanga,749430
bihar,2022,3,District,vaishali,688248
bihar,2022,4,District,patna,2854738
bihar,2022,4,District,muzaffarpur,1132096
bihar,2022,4,District,purbi champaran,1079466
bihar,2022,4,District,gaya,902593
bihar,2022,4,District,pashchim champaran,817644
bihar,2022,4,District,saran,795553
bihar,2022,4,District,samastipur,793296
bihar,2022,4,District,madhubani,790218
bihar,2022,4,District,darbhanga,787306
bihar,2022,4,District,vaishali,723338
bihar,2023,1,District,patna,2988174
bihar,2023,1,District,muzaffarpur,1186500
bihar,2023,1,District,purbi champaran,1133269
bihar,2023,1,District,gaya,946050
bihar,2023,1,District,pashchim champaran,858644
bihar,2023,1,District,saran,834739
bihar,2023,1,District,samastipur,832148
bihar,2023,1,District,madhubani,828561
bihar,2023,1,District,darbhanga,824935
bihar,2023,1,District,vaishali,758603
bihar,2023,2,District,patna,3102247
bihar,2023,2,District,muzaffarpur,1236642
bihar,2023,2,District,purbi champaran,1183746
bihar,2023,2,District,gaya,987115
bihar,2023,2,District,pashchim champaran,896967
bihar,2023,2,District,saran,871017
bihar,2023,2,District,samastipur,868715
bihar,2023,2,District,madhubani,865373
bihar,2023,2,District,darbhanga,860625
bihar,2023,2,District,vaishali,791100
bihar,2023,3,District,patna,3224750
bihar,2023,3,District,muzaffarpur,1287940
bihar,2023,3,District,purbi champaran,1234014
bihar,2023,3,District,gaya,1028527
bihar,2023,3,District,pashchim champaran,934834
bihar,2023,3,District,saran,908065
bihar,2023,3,District,samastipur,905652
bihar,2023,3,District,madhubani,901607
bihar,2023,3,District,darbhanga,896190
bihar,2023,3,District,vaishali,824848
bihar,2023,4,District,patna,3335655
bihar,2023,4,District,muzaffarpur,1336058
bihar,2023,4,District,purbi champaran,1280593
bihar,2023,4,District,gaya,1066119
bihar,2023,4,District,pashchim champaran,969579
bihar,2023,4,District,saran,942850
bihar,2023,4,District,samastipur,939833
bihar,2023,4,District,madhubani,935884
bihar,2023,4,District,darbhanga,929423
bihar,2023,4,District,vaishali,855913
bihar,2024,1,District,patna,3464540
bihar,2024,1,District,muzaffarpur,1391427
bihar,2024,1,District,purbi champaran,1335289
bihar,2024,1,District,gaya,1110224
bihar,2024,1,District,pashchim champaran,1011106
bihar,2024,1,District,saran,983188
bihar,2024,1,District,samastipur,980091
bihar,2024,1,District,madhubani,975263
bihar,2024,1,District,darbhanga,967610
bihar,2024,1,District,vaishali,891651
bihar,2024,2,District,patna,3591041
bihar,2024,2,District,muzaffarpur,1444988
bihar,2024,2,District,purbi champaran,1386400
bihar,2024,2,District,gaya,1152573
bihar,2024,2,District,pashchim champaran,1049701
bihar,2024,2,District,saran,1021494
bihar,2024,2,District,samastipur,1018329
bihar,2024,2,District,madhubani,1012965
bihar,2024,2,District,darbhanga,1005036
bihar,2024,2,District,vaishali,926039
bihar,2024,3,District,patna,3685436
bihar,2024,3,District,muzaffarpur,1639344
bihar,2024,3,District,purbi champaran,1628560
bihar,2024,3,District,gaya,1346892
bihar,2024,3,District,pashchim champaran,1207481
bihar,2024,3,District,samastipur,1189767
bihar,2024,3,District,darbhanga,1116870
bihar,2024,3,District,saran,1102559
bihar,2024,3,District,madhubani,1081298
bihar,2024,3,District,bhagalpur,1052571
bihar,2024,4,District,patna,3796825
bihar,2024,4,District,purbi champaran,1719763
bihar,2024,4,District,muzaffarpur,1716695
bihar,2024,4,District,gaya,1401871
bihar,2024,4,District,pashchim champaran,1275889
bihar,2024,4,District,samastipur,1250419
bihar,2024,4,District,saran,1166480
bihar,2024,4,District,darbhanga,1166330
bihar,2024,4,District,madhubani,1134617
bihar,2024,4,District,vaishali,1097072
chandigarh,2018,1,District,chandigarh,86268
chandigarh,2018,2,District,chandigarh,115219
chandigarh,2018,3,District,chandigarh,143893
chandigarh,2018,4,District,chandigarh,177747
chandigarh,2019,1,District,chandigarh,209175
chandigarh,2019,2,District,chandigarh,240439
chandigarh,2019,3,District,chandigarh,267337
chandigarh,2019,4,District,chandigarh,289590
chandigarh,2020,1,District,chandigarh,312887
chandigarh,2020,2,District,chandigarh,336351
chandigarh,2020,3,District,chandigarh,362588
chandigarh,2020,4,District,chandigarh,391402
chandigarh,2021,1,District,chandigarh,419998
chandigarh,2021,2,District,chandigarh,448572
chandigarh,2021,3,District,chandigarh,480463
chandigarh,2021,4,District,chandigarh,512092
chandigarh,2022,1,District,chandigarh,541549
chandigarh,2022,2,District,chandigarh,569582
chandigarh,2022,3,District,chandigarh,598698
chandigarh,2022,4,District,chandigarh,627563
chandigarh,2023,1,District,chandigarh,654522
chandigarh,2023,2,District,chandigarh,678662
chandigarh,2023,3,District,chandigarh,704144
chandigarh,2023,4,District,chandigarh,727594
chandigarh,2024,1,District,chandigarh,754849
chandigarh,2024,2,District,chandigarh,782791
chandigarh,2024,3,District,chandigarh,700398
chandigarh,2024,4,District,chandigarh,721216
chhattisgarh,2018,1,District,raipur,135308
chhattisgarh,2018,1,District,durg,91516
chhattisgarh,2018,1,District,bilaspur,68704
chhattisgarh,2018,1,District,raigarh,51628
chhattisgarh,2018,1,District,janjgir champa,42297
chhattisgarh,2018,1,District,korba,39075
chhattisgarh,2018,1,District,rajnandgaon,26295
chhattisgarh,2018,1,District,surguja,22001
chhattisgarh,2018,1,District,baloda bazar,21747
chhattisgarh,2018,1,District,mahasamund,19608
chhattisgarh,2018,2,District,raipur,185747
chhattisgarh,2018,2,District,durg,124515
chhattisgarh,2018,2,District,bilaspur,94888
chhattisgarh,2018,2,District,raigarh,70970
chhattisgarh,2018,2,District,janjgir champa,60185
chhattisgarh,2018,2,District,korba,54105
chhattisgarh,2018,2,District,rajnandgaon,38120
chhattisgarh,2018,2,District,baloda bazar,32314
chhattisgarh,2018,2,District,surguja,30374
chhattisgarh,2018,2,District,mahasamund,28208
chhattisgarh,2018,3,District,raipur,231146
chhattisgarh,2018,3,District,durg,150753
chhattisgarh,2018,3,District,bilaspur,119415
chhattisgarh,2018,3,District,raigarh,89911
chhattisgarh,2018,3,District,janjgir champa,77834
chhattisgarh,2018,3,District,korba,68746
chhattisgarh,2018,3,District,rajnandgaon,50271
chhattisgarh,2018,3,District,baloda bazar,43335
chhattisgarh,2018,3,District,surguja,40025
chhattisgarh,2018,3,District,mahasamund,36628
chhattisgarh,2018,4,District,raipur,289198
chhattisgarh,2018,4,District,durg,185746
chhattisgarh,2018,4,District,bilaspur,153972
chhattisgarh,2018,4,District,raigarh,116785
chhattisgarh,2018,4,District,janjgir champa,107156
chhattisgarh,2018,4,District,korba,88680
chhattisgarh,2018,4,District,rajnandgaon,64828
chhattisgarh,2018,4,District,baloda bazar,60270
chhattisgarh,2018,4,District,surguja,51776
chhattisgarh,2018,4,District,mahasamund,47626
chhattisgarh,2019,1,District,raipur,351495
chhattisgarh,2019,1,District,durg,224058
chhattisgarh,2019,1,District,bilaspur,184636
chhattisgarh,2019,1,District,raigarh,139059
chhattisgarh,2019,1,District,janjgir champa,130114
chhattisgarh,2019,1,District,korba,105570
chhattisgarh,2019,1,District,rajnandgaon,78320
chhattisgarh,2019,1,District,baloda bazar,73454
chhattisgarh,2019,1,District,surguja,62300
chhattisgarh,2019,1,District,mahasamund,56953
chhattisgarh,2019,2,District,raipur,405792
chhattisgarh,2019,2,District,durg,257557
chhattisgarh,2019,2,District,bilaspur,209039
chhattisgarh,2019,2,District,raigarh,156178
chhattisgarh,2019,2,District,janjgir champa,147327
chhattisgarh,2019,2,District,korba,119540
chhattisgarh,2019,2,District,rajnandgaon,91198
chhattisgarh,2019,2,District,baloda bazar,84458
chhattisgarh,2019,2,District,surguja,71076
chhattisgarh,2019,2,District,mahasamund,65492
chhattisgarh,2019,3,District,raipur,455785
chhattisgarh,2019,3,District,durg,289803
chhattisgarh,2019,3,District,bilaspur,230364
chhattisgarh,2019,3,District,raigarh,170447
chhattisgarh,2019,3,District,janjgir champa,161232
chhattisgarh,2019,3,District,korba,131850
chhattisgarh,2019,3,District,rajnandgaon,101617
chhattisgarh,2019,3,District,baloda bazar,93416
chhattisgarh,2019,3,District,surguja,79170
chhattisgarh,2019,3,District,mahasamund,72039
chhattisgarh,2019,4,District,raipur,506122
chhattisgarh,2019,4,District,durg,321390
chhattisgarh,2019,4,District,bilaspur,257350
chhattisgarh,2019,4,District,raigarh,189764
chhattisgarh,2019,4,District,janjgir champa,180195
chhattisgarh,2019,4,District,korba,147812
chhattisgarh,2019,4,District,rajnandgaon,113965
chhattisgarh,2019,4,District,baloda bazar,104742
chhattisgarh,2019,4,District,surguja,89297
chhattisgarh,2019,4,District,mahasamund,80893
chhattisgarh,2020,1,District,raipur,559412
chhattisgarh,2020,1,District,durg,353311
chhattisgarh,2020,1,District,bilaspur,284320
chhattisgarh,2020,1,District,raigarh,208338
chhattisgarh,2020,1,District,janjgir champa,199431
chhattisgarh,2020,1,District,korba,163500
chhattisgarh,2020,1,District,rajnandgaon,126699
chhattisgarh,2020,1,District,baloda bazar,115907
chhattisgarh,2020,1,District,surguja,98711
chhattisgarh,2020,1,District,mahasamund,89942
chhattisgarh,2020,2,District,raipur,616931
chhattisgarh,2020,2,District,durg,387874
chhattisgarh,2020,2,District,bilaspur,316669
chhattisgarh,2020,2,District,raigarh,233080
chhattisgarh,2020,2,District,janjgir champa,227716
chhattisgarh,2020,2,District,korba,184399
chhattisgarh,2020,2,District,rajnandgaon,146098
chhattisgarh,2020,2,District,baloda bazar,134301
chhattisgarh,2020,2,District,surguja,110765
chhattisgarh,2020,2,District,mahasamund,103117
chhattisgarh,2020,3,District,raipur,679027
chhattisgarh,2020,3,District,durg,426052
chhattisgarh,2020,3,District,bilaspur,349586
chhattisgarh,2020,3,District,raigarh,259581
chhattisgarh,2020,3,District,janjgir champa,254275
chhattisgarh,2020,3,District,korba,204448
chhattisgarh,2020,3,District,rajnandgaon,166416
chhattisgarh,2020,3,District,baloda bazar,150975
chhattisgarh,2020,3,District,surguja,124081
chhattisgarh,2020,3,District,mahasamund,116370
chhattisgarh,2020,4,District,raipur,743167
chhattisgarh,2020,4,District,durg,464870
chhattisgarh,2020,4,District,bilaspur,384115
chhattisgarh,2020,4,District,raigarh,285081
chhattisgarh,2020,4,District,janjgir champa,280474
chhattisgarh,2020,4,District,korba,225683
chhattisgarh,2020,4,District,rajnandgaon,185815
chhattisgarh,2020,4,District,baloda bazar,166144
chhattisgarh,2020,4,District,surguja,137221
chhattisgarh,2020,4,District,mahasamund,129536
chhattisgarh,2021,1,District,raipur,800224
chhattisgarh,2021,1,District,durg,498453
chhattisgarh,2021,1,District,bilaspur,413692
chhattisgarh,2021,1,District,raigarh,306712
chhattisgarh,2021,1,District,janjgir champa,301931
chhattisgarh,2021,1,District,korba,243030
chhattisgarh,2021,1,District,rajnandgaon,200572
chhattisgarh,2021,1,District,baloda bazar,178486
chhattisgarh,2021,1,District,surguja,147969
chhattisgarh,2021,1,District,mahasamund,139572
chhattisgarh,2021,2,District,raipur,855848
chhattisgarh,2021,2,District,durg,531550
chhattisgarh,2021,2,District,bilaspur,442330
chhattisgarh,2021,2,District,raigarh,328664
chhattisgarh,2021,2,District,janjgir champa,322297
chhattisgarh,2021,2,District,korba,260168
chhattisgarh,2021,2,District,rajnandgaon,215143
chhattisgarh,2021,2,District,baloda bazar,191114
chhattisgarh,2021,2,District,surguja,158949
chhattisgarh,2021,2,District,mahasamund,149983
chhattisgarh,2021,3,District,raipur,917950
chhattisgarh,2021,3,District,durg,568361
chhattisgarh,2021,3,District,bilaspur,474660
chhattisgarh,2021,3,District,raigarh,354087
chhattisgarh,2021,3,District,janjgir champa,346366
chhattisgarh,2021,3,District,korba,279897
chhattisgarh,2021,3,District,rajnandgaon,232140
chhattisgarh,2021,3,District,baloda bazar,205941
chhattisgarh,2021,3,District,surguja,171276
chhattisgarh,2021,3,District,mahasamund,161893
chhattisgarh,2021,4,District,raipur,979741
chhattisgarh,2021,4,District,durg,604621
chhattisgarh,2021,4,District,bilaspur,506449
chhattisgarh,2021,4,District,raigarh,378507
chhattisgarh,2021,4,District,janjgir champa,368980
chhattisgarh,2021,4,District,korba,299191
chhattisgarh,2021,4,District,rajnandgaon,248230
chhattisgarh,2021,4,District,baloda bazar,220188
chhattisgarh,2021,4,District,surguja,183559
chhattisgarh,2021,4,District,mahasamund,173519
chhattisgarh,2022,1,District,raipur,1038105
chhattisgarh,2022,1,District,durg,639688
chhattisgarh,2022,1,District,bilaspur,537617
chhattisgarh,2022,1,District,raigarh,403164
chhattisgarh,2022,1,District,janjgir champa,392285
chhattisgarh,2022,1,District,korba,317604
chhattisgarh,2022,1,District,rajnandgaon,264326
chhattisgarh,2022,1,District,baloda bazar,234464
chhattisgarh,2022,1,District,surguja,195440
chhattisgarh,2022,1,District,mahasamund,185227
chhattisgarh,2022,2,District,raipur,1093318
chhattisgarh,2022,2,District,durg,672947
chhattisgarh,2022,2,District,bilaspur,566475
chhattisgarh,2022,2,District,raigarh,425526
chhattisgarh,2022,2,District,janjgir champa,414133
chhattisgarh,2022,2,District,korba,334672
chhattisgarh,2022,2,District,rajnandgaon,278724
chhattisgarh,2022,2,District,baloda bazar,247634
chhattisgarh,2022,2,District,surguja,206354
chhattisgarh,2022,2,District,mahasamund,195406
chhattisgarh,2022,3,District,raipur,1150501
chhattisgarh,2022,3,District,durg,707241
chhattisgarh,2022,3,District,bilaspur,596003
chhattisgarh,2022,3,District,raigarh,448366
chhattisgarh,2022,3,District,janjgir champa,436349
chhattisgarh,2022,3,District,korba,352198
chhattisgarh,2022,3,District,rajnandgaon,292804
chhattisgarh,2022,3,District,baloda bazar,260632
chhattisgarh,2022,3,District,surguja,217313
chhattisgarh,2022,3,District,mahasamund,205270
chhattisgarh,2022,4,District,raipur,1205632
chhattisgarh,2022,4,District,durg,740173
chhattisgarh,2022,4,District,bilaspur,622644
chhattisgarh,2022,4,District,raigarh,468010
chhattisgarh,2022,4,District,janjgir champa,455430
chhattisgarh,2022,4,District,korba,368179
chhattisgarh,2022,4,District,rajnandgaon,304353
chhattisgarh,2022,4,District,baloda bazar,271259
chhattisgarh,2022,4,District,surguja,226706
chhattisgarh,2022,4,District,mahasamund,213189
chhattisgarh,2023,1,District,raipur,1260366
chhattisgarh,2023,1,District,durg,773280
chhattisgarh,2023,1,District,bilaspur,651084
chhattisgarh,2023,1,District,raigarh,489890
chhattisgarh,2023,1,District,janjgir champa,476533
chhattisgarh,2023,1,District,korba,384883
chhattisgarh,2023,1,District,rajnandgaon,317976
chhattisgarh,2023,1,District,baloda bazar,283757
chhattisgarh,2023,1,District,surguja,237340
chhattisgarh,2023,1,District,mahasamund,222989
chhattisgarh,2023,2,District,raipur,1308762
chhattisgarh,2023,2,District,durg,803101
chhattisgarh,2023,2,District,bilaspur,677776
chhattisgarh,2023,2,District,raigarh,511511
chhattisgarh,2023,2,District,janjgir champa,497925
chhattisgarh,2023,2,District,korba,401398
chhattisgarh,2023,2,District,rajnandgaon,332345
chhattisgarh,2023,2,District,baloda bazar,296661
chhattisgarh,2023,2,District,surguja,248004
chhattisgarh,2023,2,District,mahasamund,233538
chhattisgarh,2023,3,District,raipur,1360842
chhattisgarh,2023,3,District,durg,834591
chhattisgarh,2023,3,District,bilaspur,705698
chhattisgarh,2023,3,District,raigarh,532938
chhattisgarh,2023,3,District,janjgir champa,518847
chhattisgarh,2023,3,District,korba,418027
chhattisgarh,2023,3,District,rajnandgaon,346368
chhattisgarh,2023,3,District,baloda bazar,309128
chhattisgarh,2023,3,District,surguja,258533
chhattisgarh,2023,3,District,mahasamund,243585
chhattisgarh,2023,4,District,raipur,1407537
chhattisgarh,2023,4,District,durg,863802
chhattisgarh,2023,4,District,bilaspur,729941
chhattisgarh,2023,4,District,raigarh,552165
chhattisgarh,2023,4,District,janjgir champa,537936
chhattisgarh,2023,4,District,korba,432504
chhattisgarh,2023,4,District,rajnandgaon,359246
chhattisgarh,2023,4,District,baloda bazar,320644
chhattisgarh,2023,4,District,surguja,267755
chhattisgarh,2023,4,District,mahasamund,252583
chhattisgarh,2024,1,District,raipur,1462871
chhattisgarh,2024,1,District,durg,897874
chhattisgarh,2024,1,District,bilaspur,759420
chhattisgarh,2024,1,District,raigarh,575592
chhattisgarh,2024,1,District,janjgir champa,560679
chhattisgarh,2024,1,District,korba,450305
chhattisgarh,2024,1,District,rajnandgaon,374946
chhattisgarh,2024,1,District,baloda bazar,334412
chhattisgarh,2024,1,District,surguja,278856
chhattisgarh,2024,1,District,mahasamund,263607
chhattisgarh,2024,2,District,raipur,1516797
chhattisgarh,2024,2,District,durg,931630
chhattisgarh,2024,2,District,bilaspur,787231
chhattisgarh,2024,2,District,raigarh,597318
chhattisgarh,2024,2,District,janjgir champa,582057
chhattisgarh,2024,2,District,korba,466567
chhattisgarh,2024,2,District,rajnandgaon,388822
chhattisgarh,2024,2,District,baloda bazar,347102
chhattisgarh,2024,2,District,surguja,289012
chhattisgarh,2024,2,District,mahasamund,273488
chhattisgarh,2024,3,District,raipur,1718625
chhattisgarh,2024,3,District,durg,957786
chhattisgarh,2024,3,District,bilaspur,874721
chhattisgarh,2024,3,District,raigarh,562728
chhattisgarh,2024,3,District,korba,540888
chhattisgarh,2024,3,District,janjgir champa,382345
chhattisgarh,2024,3,District,surguja,373283
chhattisgarh,2024,3,District,mahasamund,348919
chhattisgarh,2024,3,District,balodabazar bhatapara,347207
chhattisgarh,2024,3,District,rajnandgaon,335631
chhattisgarh,2024,4,District,raipur,1773369
chhattisgarh,2024,4,District,durg,988679
chhattisgarh,2024,4,District,bilaspur,904881
chhattisgarh,2024,4,District,raigarh,581651
chhattisgarh,2024,4,District,korba,559174
chhattisgarh,2024,4,District,janjgir champa,394509
chhattisgarh,2024,4,District,surguja,386630
chhattisgarh,2024,4,District,mahasamund,361759
chhattisgarh,2024,4,District,balodabazar bhatapara,361495
chhattisgarh,2024,4,District,rajnandgaon,344534
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,District,dadra and nagar haveli,32028
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,District,daman,18677
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,District,diu,2553
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,District,dadra and nagar haveli,43085
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,District,daman,25144
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,District,diu,3229
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,District,dadra and nagar haveli,55626
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,District,daman,32651
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,District,diu,3830
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,District,dadra and nagar haveli,69833
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,District,daman,42069
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,District,diu,4609
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,District,dadra and nagar haveli,83987
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,District,daman,51093
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,District,diu,5452
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,District,dadra and nagar haveli,94382
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,District,daman,58005
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,District,diu,6193
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,District,dadra and nagar haveli,105329
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,District,daman,64854
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,District,diu,6746
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,District,dadra and nagar haveli,117805
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,District,daman,72470
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,District,diu,7323
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,District,dadra and nagar haveli,130255
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,District,daman,80329
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,District,diu,7912
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,District,dadra and nagar haveli,146003
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,District,daman,90016
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,District,diu,8795
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,District,dadra and nagar haveli,160183
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,District,daman,98108
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,District,diu,9655
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,District,dadra and nagar haveli,177432
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,District,daman,108511
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,District,diu,10550
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,District,dadra and nagar haveli,192262
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,District,daman,117728
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,District,diu,11406
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,District,dadra and nagar haveli,206516
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,District,daman,126258
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,District,diu,12220
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,District,dadra and nagar haveli,222731
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,District,daman,135976
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,District,diu,13167
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,District,dadra and nagar haveli,239110
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,District,daman,145806
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,District,diu,14047
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,District,dadra and nagar haveli,254577
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,District,daman,155029
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,District,diu,14964
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,District,dadra and nagar haveli,269344
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,District,daman,163861
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,District,diu,15811
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,District,dadra and nagar haveli,284923
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,District,daman,173219
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,District,diu,16665
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,District,dadra and nagar haveli,300217
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,District,daman,182481
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,District,diu,17427
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,District,dadra and nagar haveli,314951
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,District,daman,191432
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,District,diu,18234
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,District,dadra and nagar haveli,328125
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,District,daman,199267
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,District,diu,18972
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,District,dadra and nagar haveli,341846
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,District,daman,207437
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,District,diu,19752
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,District,dadra and nagar haveli,354944
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,District,daman,215319
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,District,diu,20497
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,District,dadra and nagar haveli,370071
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,District,daman,224463
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,District,diu,21329
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,District,dadra and nagar haveli,385068
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,District,daman,233446
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,District,diu,22210
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,District,dadra and nagar haveli,381007
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,District,daman,225491
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,District,diu,21317
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,District,dadra and nagar haveli,390650
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,District,daman,231834
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,District,diu,22066
delhi,2018,1,District,west,308558
delhi,2018,1,District,south east delhi,251213
delhi,2018,1,District,north west,223679
delhi,2018,1,District,new delhi,212008
delhi,2018,1,District,central delhi,202723
delhi,2018,1,District,south west,179197
delhi,2018,1,District,north,173622
delhi,2018,1,District,east,169295
delhi,2018,1,District,south,156706
delhi,2018,1,District,shahdara,114549
delhi,2018,2,District,west,406877
delhi,2018,2,District,south east delhi,333350
delhi,2018,2,District,north west,294038
delhi,2018,2,District,new delhi,282319
delhi,2018,2,District,central delhi,267154
delhi,2018,2,District,south west,236789
delhi,2018,2,District,north,227958
delhi,2018,2,District,east,221449
delhi,2018,2,District,south,206935
delhi,2018,2,District,shahdara,152113
delhi,2018,3,District,west,515854
delhi,2018,3,District,south east delhi,423177
delhi,2018,3,District,north west,376806
delhi,2018,3,District,new delhi,363140
delhi,2018,3,District,central delhi,340549
delhi,2018,3,District,south west,297663
delhi,2018,3,District,north,290251
delhi,2018,3,District,east,280847
delhi,2018,3,District,south,264628
delhi,2018,3,District,shahdara,192430
delhi,2018,4,District,west,686653
delhi,2018,4,District,south east delhi,564640
delhi,2018,4,District,north west,496928
delhi,2018,4,District,new delhi,470991
delhi,2018,4,District,central delhi,446787
delhi,2018,4,District,south west,393208
delhi,2018,4,District,north,379177
delhi,2018,4,District,east,373139
