State,Year,Quarter,Type,Name,Transaction_count,Transaction_amount
arunachal-pradesh,2018,4,District,namsai,7244,17643523.29373534
arunachal-pradesh,2018,4,District,longding,6581,22545311.85089966
arunachal-pradesh,2018,4,District,tirap,5725,10811742.670586085
arunachal-pradesh,2018,4,District,lower dibang valley,4227,10951332.393937869
arunachal-pradesh,2019,1,District,papum pare,70941,188556716.3567257
arunachal-pradesh,2019,1,District,west kameng,34289,101333633.67604163
arunachal-pradesh,2019,1,District,changlang,17589,40239141.669717625
arunachal-pradesh,2019,1,District,lohit,15896,42834776.778045304
arunachal-pradesh,2019,1,District,east siang,15621,39284373.05409969
arunachal-pradesh,2019,1,District,tawang,13102,39489779.13784294
arunachal-pradesh,2019,1,District,namsai,8600,20065516.616355177
arunachal-pradesh,2019,1,District,longding,7287,25349462.055245366
arunachal-pradesh,2019,1,District,tirap,6877,14075747.836402504
arunachal-pradesh,2019,1,District,lower dibang valley,6314,13738776.18143886
arunachal-pradesh,2019,2,District,papum pare,86433,246640891.34861866
arunachal-pradesh,2019,2,District,west kameng,37430,122521180.75595039
arunachal-pradesh,2019,2,District,lohit,18693,48893746.831022196
arunachal-pradesh,2019,2,District,changlang,18631,48891048.26477764
arunachal-pradesh,2019,2,District,east siang,16494,46549881.23941852
arunachal-pradesh,2019,2,District,tawang,15960,55915834.5871187
arunachal-pradesh,2019,2,District,namsai,9637,22491356.65721929
arunachal-pradesh,2019,2,District,west siang,8041,24549832.977181494
arunachal-pradesh,2019,2,District,tirap,6868,18633793.43372325
arunachal-pradesh,2019,2,District,longding,6744,23464027.892812617
arunachal-pradesh,2019,3,District,papum pare,117940,301518075.7016427
arunachal-pradesh,2019,3,District,west kameng,53939,147186019.87590763
arunachal-pradesh,2019,3,District,changlang,29218,58354823.443366826
arunachal-pradesh,2019,3,District,lohit,24505,54539458.21434432
arunachal-pradesh,2019,3,District,tawang,24097,72221026.28393415
arunachal-pradesh,2019,3,District,east siang,22611,58040119.9573143
arunachal-pradesh,2019,3,District,namsai,13453,25507641.015596062
arunachal-pradesh,2019,3,District,west siang,11889,30014806.816802975
arunachal-pradesh,2019,3,District,tirap,11249,21737827.19336869
arunachal-pradesh,2019,3,District,longding,10269,26620415.019238282
arunachal-pradesh,2019,4,District,papum pare,143272,378838002.3434037
arunachal-pradesh,2019,4,District,west kameng,66740,198205637.50055438
arunachal-pradesh,2019,4,District,changlang,33963,71874990.9639822
arunachal-pradesh,2019,4,District,tawang,30077,91949243.6071119
arunachal-pradesh,2019,4,District,lohit,29281,67502324.59236205
arunachal-pradesh,2019,4,District,east siang,26605,72075285.44344108
arunachal-pradesh,2019,4,District,namsai,18290,32501252.235055387
arunachal-pradesh,2019,4,District,tirap,16459,38467790.7269052
arunachal-pradesh,2019,4,District,west siang,14581,39460255.46641725
arunachal-pradesh,2019,4,District,lower subansiri,11806,29634357.486805215
arunachal-pradesh,2020,1,District,papum pare,180373,457430754.15953165
arunachal-pradesh,2020,1,District,west kameng,75363,198712422.2374845
arunachal-pradesh,2020,1,District,changlang,43858,93461363.58699805
arunachal-pradesh,2020,1,District,lohit,36985,83701268.27182505
arunachal-pradesh,2020,1,District,east siang,33743,82011539.42531273
arunachal-pradesh,2020,1,District,tawang,31865,84425193.41571434
arunachal-pradesh,2020,1,District,namsai,23112,46444942.9567038
arunachal-pradesh,2020,1,District,west siang,19728,47929440.73153875
arunachal-pradesh,2020,1,District,tirap,18369,40877851.79372531
arunachal-pradesh,2020,1,District,lower subansiri,15770,34273250.7179902
arunachal-pradesh,2020,2,District,papum pare,221728,535085907.3404856
arunachal-pradesh,2020,2,District,west kameng,95421,251395972.22505814
arunachal-pradesh,2020,2,District,changlang,69279,128572447.99797386
arunachal-pradesh,2020,2,District,lohit,56541,114730675.47714494
arunachal-pradesh,2020,2,District,east siang,55680,112693868.80998959
arunachal-pradesh,2020,2,District,tawang,44499,121561732.24171817
arunachal-pradesh,2020,2,District,namsai,34972,54870798.314045325
arunachal-pradesh,2020,2,District,west siang,32777,72790231.05472675
arunachal-pradesh,2020,2,District,tirap,28830,63497030.840810165
arunachal-pradesh,2020,2,District,lower dibang valley,26234,42360072.52689613
arunachal-pradesh,2020,3,District,papum pare,298350,859373863.7202578
arunachal-pradesh,2020,3,District,west kameng,111029,332812237.8096209
arunachal-pradesh,2020,3,District,changlang,73842,159158438.92541084
arunachal-pradesh,2020,3,District,east siang,69710,176323789.94437826
arunachal-pradesh,2020,3,District,lohit,65889,156523653.1864311
arunachal-pradesh,2020,3,District,tawang,56016,182137862.72423625
arunachal-pradesh,2020,3,District,namsai,37019,76484566.53480485
arunachal-pradesh,2020,3,District,west siang,34295,92449732.96070345
arunachal-pradesh,2020,3,District,tirap,30046,81539831.5295825
arunachal-pradesh,2020,3,District,lower dibang valley,27655,63469161.328603886
arunachal-pradesh,2020,4,District,papum pare,390528,1205917753.7046227
arunachal-pradesh,2020,4,District,west kameng,129575,390436113.7366378
arunachal-pradesh,2020,4,District,east siang,88632,250515095.18896666
arunachal-pradesh,2020,4,District,changlang,84852,204367875.07299304
arunachal-pradesh,2020,4,District,lohit,80530,196997836.79933694
arunachal-pradesh,2020,4,District,tawang,67262,240482254.58453605
arunachal-pradesh,2020,4,District,namsai,46762,111916731.51687588
arunachal-pradesh,2020,4,District,west siang,45207,125118193.04939622
arunachal-pradesh,2020,4,District,tirap,36124,104709589.66019581
arunachal-pradesh,2020,4,District,lower dibang valley,33455,81929299.56817816
arunachal-pradesh,2021,1,District,papum pare,419891,1388723426.7156572
arunachal-pradesh,2021,1,District,west kameng,120906,384735272.8434415
arunachal-pradesh,2021,1,District,east siang,82357,253988360.79783517
arunachal-pradesh,2021,1,District,changlang,78849,220167765.51868472
arunachal-pradesh,2021,1,District,lohit,72380,198534806.934188
arunachal-pradesh,2021,1,District,tawang,54137,207859088.41115898
arunachal-pradesh,2021,1,District,namsai,45753,116637630.67690113
arunachal-pradesh,2021,1,District,west siang,42575,138700637.29161483
arunachal-pradesh,2021,1,District,lower dibang valley,32427,90709108.52350858
arunachal-pradesh,2021,1,District,tirap,32043,110593517.14623192
arunachal-pradesh,2021,2,District,papum pare,552953,1501062555.477559
arunachal-pradesh,2021,2,District,west kameng,164866,482626617.8657546
arunachal-pradesh,2021,2,District,east siang,106787,286839106.4541313
arunachal-pradesh,2021,2,District,changlang,105461,264031910.3489421
arunachal-pradesh,2021,2,District,lohit,99686,230495504.24757013
arunachal-pradesh,2021,2,District,tawang,70061,251025037.95363933
arunachal-pradesh,2021,2,District,namsai,64781,147069902.3522784
arunachal-pradesh,2021,2,District,west siang,59341,180700138.79997098
arunachal-pradesh,2021,2,District,tirap,46320,144548683.3225929
arunachal-pradesh,2021,2,District,lower dibang valley,42091,105552358.12192997
arunachal-pradesh,2021,3,District,papum pare,710098,1995999756.3372893
arunachal-pradesh,2021,3,District,west kameng,209165,658232385.7409549
arunachal-pradesh,2021,3,District,east siang,128957,368061706.2429154
arunachal-pradesh,2021,3,District,changlang,120126,319705502.42197955
arunachal-pradesh,2021,3,District,lohit,117879,275160751.4034922
arunachal-pradesh,2021,3,District,tawang,89052,365404078.3528414
arunachal-pradesh,2021,3,District,namsai,79292,177380632.18278247
arunachal-pradesh,2021,3,District,west siang,65763,217065611.3332364
arunachal-pradesh,2021,3,District,lower dibang valley,50270,133788746.95473914
arunachal-pradesh,2021,3,District,tirap,47118,143620525.85725695
arunachal-pradesh,2021,4,District,papum pare,919925,2435796597.1781564
arunachal-pradesh,2021,4,District,west kameng,247346,765859269.2953706
arunachal-pradesh,2021,4,District,east siang,169617,450185173.037876
arunachal-pradesh,2021,4,District,changlang,147432,403255246.4023236
arunachal-pradesh,2021,4,District,lohit,142772,328942905.2553121
arunachal-pradesh,2021,4,District,namsai,105194,220513367.66283622
arunachal-pradesh,2021,4,District,tawang,99575,412396002.3197621
arunachal-pradesh,2021,4,District,west siang,79050,267978346.9418527
arunachal-pradesh,2021,4,District,lower dibang valley,65302,174980099.83925235
arunachal-pradesh,2021,4,District,lower subansiri,60146,199366119.13556093
arunachal-pradesh,2022,1,District,papum pare,1163726,2909248438.629796
arunachal-pradesh,2022,1,District,west kameng,240672,705607894.004217
arunachal-pradesh,2022,1,District,east siang,201945,501600929.04419017
arunachal-pradesh,2022,1,District,changlang,171494,490549428.7793704
arunachal-pradesh,2022,1,District,lohit,169954,393361044.4830233
arunachal-pradesh,2022,1,District,namsai,117173,256004887.5750422
arunachal-pradesh,2022,1,District,west siang,92331,315562272.5888671
arunachal-pradesh,2022,1,District,tawang,86721,346661566.51465106
arunachal-pradesh,2022,1,District,lower dibang valley,83531,235243185.52128848
arunachal-pradesh,2022,1,District,lower subansiri,73100,239825149.91154164
arunachal-pradesh,2022,2,District,papum pare,1444757,3269917296.5595775
arunachal-pradesh,2022,2,District,west kameng,327925,893486447.5566866
arunachal-pradesh,2022,2,District,east siang,261162,604825118.1911323
arunachal-pradesh,2022,2,District,lohit,226199,502322813.6384013
arunachal-pradesh,2022,2,District,changlang,203732,513287861.1029648
arunachal-pradesh,2022,2,District,namsai,152652,293920909.24794424
arunachal-pradesh,2022,2,District,tawang,132824,494351396.8226246
arunachal-pradesh,2022,2,District,west siang,121772,375530981.6496287
arunachal-pradesh,2022,2,District,lower dibang valley,104498,271945446.39483917
arunachal-pradesh,2022,2,District,lower subansiri,94109,287993729.77118087
arunachal-pradesh,2022,3,District,papum pare,1651143,3211809407.131925
arunachal-pradesh,2022,3,District,west kameng,371632,945171308.1838297
arunachal-pradesh,2022,3,District,east siang,286766,594752976.4068052
arunachal-pradesh,2022,3,District,lohit,236792,461745616.9201143
arunachal-pradesh,2022,3,District,changlang,216609,492535245.05507845
arunachal-pradesh,2022,3,District,namsai,151676,277199997.0357646
arunachal-pradesh,2022,3,District,tawang,138313,514855579.72383255
arunachal-pradesh,2022,3,District,west siang,136332,395192937.9954808
arunachal-pradesh,2022,3,District,lower dibang valley,112848,273001216.6677967
arunachal-pradesh,2022,3,District,lower subansiri,109261,285712248.1429684
arunachal-pradesh,2022,4,District,papum pare,1917365,3401999228.93926
arunachal-pradesh,2022,4,District,west kameng,421418,954522716.7333798
arunachal-pradesh,2022,4,District,east siang,327737,623525449.463265
arunachal-pradesh,2022,4,District,lohit,276551,503661703.8315097
arunachal-pradesh,2022,4,District,changlang,254818,572195646.772961
arunachal-pradesh,2022,4,District,namsai,188919,307955075.5201911
arunachal-pradesh,2022,4,District,west siang,176377,449302139.4960692
arunachal-pradesh,2022,4,District,tawang,155419,518332824.89263654
arunachal-pradesh,2022,4,District,lower subansiri,143172,339443886.23657525
arunachal-pradesh,2022,4,District,lower dibang valley,137218,308329533.63406837
arunachal-pradesh,2023,1,District,papum pare,3302746,5900429571.0
arunachal-pradesh,2023,1,District,west kameng,662521,1414404520.0
arunachal-pradesh,2023,1,District,east siang,535198,990989057.0
arunachal-pradesh,2023,1,District,changlang,494506,1101499481.0
arunachal-pradesh,2023,1,District,lohit,483285,870836418.0
arunachal-pradesh,2023,1,District,namsai,325503,518550113.0
arunachal-pradesh,2023,1,District,west siang,320064,764188915.0
arunachal-pradesh,2023,1,District,lower subansiri,257899,585614438.0
arunachal-pradesh,2023,1,District,lower dibang valley,256396,537713700.0
arunachal-pradesh,2023,1,District,tawang,239151,724541898.0
arunachal-pradesh,2023,2,District,papum pare,4245307,7148674913.0
arunachal-pradesh,2023,2,District,west kameng,870033,1803248166.0
arunachal-pradesh,2023,2,District,east siang,689624,1177576754.0
arunachal-pradesh,2023,2,District,changlang,615184,1260077796.0
arunachal-pradesh,2023,2,District,lohit,592587,984621672.0
arunachal-pradesh,2023,2,District,west siang,450143,970914462.0
arunachal-pradesh,2023,2,District,namsai,409511,619571108.0
arunachal-pradesh,2023,2,District,lower subansiri,341107,689315626.0
arunachal-pradesh,2023,2,District,tawang,339605,1003663723.0
arunachal-pradesh,2023,2,District,lower dibang valley,320847,641502543.0
arunachal-pradesh,2023,3,District,papum pare,5410471,7595971259.0
arunachal-pradesh,2023,3,District,west kameng,1036743,1923965574.0
arunachal-pradesh,2023,3,District,east siang,810283,1247686937.0
arunachal-pradesh,2023,3,District,changlang,712587,1216076703.0
arunachal-pradesh,2023,3,District,lohit,700473,1048609233.0
arunachal-pradesh,2023,3,District,west siang,554407,1037211224.0
arunachal-pradesh,2023,3,District,lower subansiri,482224,818756305.0
arunachal-pradesh,2023,3,District,namsai,477310,654108287.0
arunachal-pradesh,2023,3,District,tawang,423923,1199412955.0
arunachal-pradesh,2023,3,District,lower dibang valley,389175,628025556.0
arunachal-pradesh,2023,4,District,papum pare,5938599,8374060439.0
arunachal-pradesh,2023,4,District,west kameng,1195192,2162840497.0
arunachal-pradesh,2023,4,District,east siang,931589,1416674919.0
arunachal-pradesh,2023,4,District,changlang,806945,1430052570.0
arunachal-pradesh,2023,4,District,lohit,779252,1192879539.0
arunachal-pradesh,2023,4,District,west siang,687577,1262224512.0
arunachal-pradesh,2023,4,District,lower subansiri,559506,959863862.0
arunachal-pradesh,2023,4,District,namsai,533600,769723768.0
arunachal-pradesh,2023,4,District,tawang,509181,1297707130.0
arunachal-pradesh,2023,4,District,lower dibang valley,456242,780822119.0
arunachal-pradesh,2024,1,District,papum pare,6605744,9147478408.0
arunachal-pradesh,2024,1,District,west kameng,1262496,2128971870.0
arunachal-pradesh,2024,1,District,east siang,1022852,1533777566.0
arunachal-pradesh,2024,1,District,changlang,927421,1575177845.0
arunachal-pradesh,2024,1,District,lohit,857194,1324795981.0
arunachal-pradesh,2024,1,District,west siang,798151,1405173317.0
arunachal-pradesh,2024,1,District,lower subansiri,609737,984003451.0
arunachal-pradesh,2024,1,District,namsai,597509,816432276.0
arunachal-pradesh,2024,1,District,lower dibang valley,537101,895489788.0
arunachal-pradesh,2024,1,District,tawang,475300,1114613679.0
arunachal-pradesh,2024,2,District,papum pare,7717891,10352999522.0
arunachal-pradesh,2024,2,District,west kameng,1533560,2526904044.0
arunachal-pradesh,2024,2,District,east siang,1238349,1806470576.0
arunachal-pradesh,2024,2,District,changlang,1067550,1650011617.0
arunachal-pradesh,2024,2,District,lohit,1019785,1419525043.0
arunachal-pradesh,2024,2,District,west siang,970111,1686897043.0
arunachal-pradesh,2024,2,District,namsai,706526,873040190.0
arunachal-pradesh,2024,2,District,lower subansiri,692774,1060865759.0
arunachal-pradesh,2024,2,District,tawang,649179,1448798400.0
arunachal-pradesh,2024,2,District,lower dibang valley,616423,946388381.0
arunachal-pradesh,2024,3,District,itanagar capital complex,7449861,8416147864.0
arunachal-pradesh,2024,3,District,papum pare,2352663,2487594981.0
arunachal-pradesh,2024,3,District,west kameng,2010514,3007838695.0
arunachal-pradesh,2024,3,District,east siang,1604493,2043139150.0
arunachal-pradesh,2024,3,District,west siang,1229222,1677531446.0
arunachal-pradesh,2024,3,District,namsai,1177079,1419987951.0
arunachal-pradesh,2024,3,District,changlang,1161624,1516292019.0
arunachal-pradesh,2024,3,District,lower subansiri,984578,1264256195.0
arunachal-pradesh,2024,3,District,lohit,930827,1074183610.0
arunachal-pradesh,2024,3,District,tawang,813905,1725280645.0
arunachal-pradesh,2024,4,District,itanagar capital complex,7929590,8951596062.0
arunachal-pradesh,2024,4,District,papum pare,2419497,2645782108.0
arunachal-pradesh,2024,4,District,west kameng,2107524,3219015374.0
arunachal-pradesh,2024,4,District,east siang,1813239,2282781446.0
arunachal-pradesh,2024,4,District,west siang,1415567,1943675537.0
arunachal-pradesh,2024,4,District,namsai,1331993,1658212165.0
arunachal-pradesh,2024,4,District,changlang,1295250,1770311293.0
arunachal-pradesh,2024,4,District,lohit,1024425,1233068373.0
arunachal-pradesh,2024,4,District,lower subansiri,1023776,1321086015.0
arunachal-pradesh,2024,4,District,tawang,913556,1950022807.0
assam,2018,1,District,kamrup metropolitan,194617,284766218.98487484
assam,2018,1,District,marigaon,79832,105067294.49868405
assam,2018,1,District,barpeta,67801,56352302.37753609
assam,2018,1,District,nagaon,66695,56352631.291476294
assam,2018,1,District,cachar,56481,57250290.53047233
assam,2018,1,District,sonitpur,51976,73005566.24909952
assam,2018,1,District,kamrup,47859,41868129.255927615
assam,2018,1,District,dibrugarh,44792,53258765.86975427
assam,2018,1,District,tinsukia,41237,45886201.02896822
assam,2018,1,District,jorhat,33322,41164542.05596451
assam,2018,2,District,kamrup metropolitan,320417,548619364.2308466
assam,2018,2,District,marigaon,109223,204057284.21875843
assam,2018,2,District,nagaon,105834,129818644.91478491
assam,2018,2,District,barpeta,102217,117541108.74699076
assam,2018,2,District,cachar,83921,105147622.61224496
assam,2018,2,District,sonitpur,82799,151230715.30607644
assam,2018,2,District,kamrup,74537,83338163.66068907
assam,2018,2,District,dibrugarh,70642,110954951.68517756
assam,2018,2,District,tinsukia,66715,102921465.63822293
assam,2018,2,District,jorhat,53341,70634515.73039348
assam,2018,3,District,kamrup metropolitan,476050,884121118.8280818
assam,2018,3,District,barpeta,145945,230125281.8407083
assam,2018,3,District,nagaon,142195,208584967.9650631
assam,2018,3,District,cachar,123735,189612378.33199263
assam,2018,3,District,sonitpur,116196,252135800.71617544
assam,2018,3,District,kamrup,112726,148929589.80060056
assam,2018,3,District,marigaon,102867,189132040.91743046
assam,2018,3,District,dibrugarh,98822,173048841.5837646
assam,2018,3,District,tinsukia,90928,155121755.76365337
assam,2018,3,District,jorhat,79724,118008412.28630178
assam,2018,4,District,kamrup metropolitan,686010,1345451492.4344451
assam,2018,4,District,nagaon,435103,317973029.4737475
assam,2018,4,District,barpeta,225449,354675455.9326413
assam,2018,4,District,marigaon,193075,207853575.09985885
assam,2018,4,District,cachar,187360,272342253.1327299
assam,2018,4,District,sonitpur,165399,358549931.5785284
assam,2018,4,District,kamrup,162592,236088241.49952987
assam,2018,4,District,dibrugarh,144931,264346941.49220377
assam,2018,4,District,tinsukia,127171,253718923.0695014
assam,2018,4,District,dhubri,120810,181651044.89215764
assam,2019,1,District,kamrup metropolitan,1306775,2605380335.9221573
assam,2019,1,District,nagaon,265767,382986937.00269973
assam,2019,1,District,barpeta,262834,416977891.5222329
assam,2019,1,District,cachar,206705,335675210.4339503
assam,2019,1,District,kamrup,205094,325387078.1294668
assam,2019,1,District,sonitpur,197716,409811805.4621542
assam,2019,1,District,dibrugarh,180303,308520050.14443624
assam,2019,1,District,marigaon,162645,225891536.78995085
assam,2019,1,District,tinsukia,147896,296016100.5028683
assam,2019,1,District,dhubri,129363,168832530.51137578
assam,2019,2,District,kamrup metropolitan,2488968,5089657876.792284
assam,2019,2,District,nagaon,231423,422774561.3600137
assam,2019,2,District,barpeta,228864,466786096.3962827
assam,2019,2,District,sonitpur,192707,444337498.7727274
assam,2019,2,District,cachar,177976,335126276.2091832
assam,2019,2,District,kamrup,176995,334724712.0725308
assam,2019,2,District,dibrugarh,169357,356524668.62132466
assam,2019,2,District,tinsukia,148294,323303192.86631006
assam,2019,2,District,marigaon,130459,235342996.58975655
assam,2019,2,District,jorhat,129744,231878110.7193352
assam,2019,3,District,kamrup metropolitan,2188998,6080999088.202992
assam,2019,3,District,barpeta,262253,505242250.25981045
assam,2019,3,District,nagaon,258566,491551326.21533215
assam,2019,3,District,sonitpur,257623,533288953.0348954
assam,2019,3,District,cachar,242781,426502976.7731471
assam,2019,3,District,dibrugarh,230118,425077484.1305032
assam,2019,3,District,kamrup,222439,383883901.2477784
assam,2019,3,District,tinsukia,196245,357008533.5524102
assam,2019,3,District,jorhat,167468,274329134.3924885
assam,2019,3,District,golaghat,121795,194779142.64060068
assam,2019,4,District,kamrup metropolitan,2510384,7206165641.817837
assam,2019,4,District,sonitpur,298139,613461613.2726699
assam,2019,4,District,barpeta,295624,613479659.5323288
assam,2019,4,District,nagaon,287586,546184547.4478518
assam,2019,4,District,cachar,273506,482197783.15532976
assam,2019,4,District,dibrugarh,255885,470389915.7975105
assam,2019,4,District,kamrup,249708,461559258.766533
assam,2019,4,District,tinsukia,224113,423685126.94560075
assam,2019,4,District,jorhat,185402,307700398.0221567
assam,2019,4,District,goalpara,139662,282003507.8056698
assam,2020,1,District,kamrup metropolitan,3338601,10080547554.265474
assam,2020,1,District,sonitpur,383179,755509094.6113625
assam,2020,1,District,cachar,375774,659702346.1886156
assam,2020,1,District,barpeta,367963,833078665.8149495
assam,2020,1,District,nagaon,360749,736229612.8989755
assam,2020,1,District,kamrup,322830,605538834.8588183
assam,2020,1,District,dibrugarh,317878,585327059.678019
assam,2020,1,District,tinsukia,286640,541758826.9845176
assam,2020,1,District,jorhat,232108,371072710.739732
assam,2020,1,District,golaghat,179380,301335497.7930421
assam,2020,2,District,kamrup metropolitan,2543890,7190215278.036329
assam,2020,2,District,nagaon,521404,889592664.4056509
assam,2020,2,District,barpeta,519590,967512954.9444927
assam,2020,2,District,sonitpur,510820,899403354.2732959
assam,2020,2,District,kamrup,461735,696378364.1282136
assam,2020,2,District,cachar,448258,671325302.7518412
assam,2020,2,District,dibrugarh,447580,678491572.8304845
assam,2020,2,District,tinsukia,420620,618021383.1902584
assam,2020,2,District,jorhat,306847,406689798.0164192
assam,2020,2,District,golaghat,290221,381486790.0123421
assam,2020,3,District,kamrup metropolitan,4268591,13346088870.114109
assam,2020,3,District,barpeta,553783,1306355860.1566281
assam,2020,3,District,sonitpur,540972,1164586118.8388221
assam,2020,3,District,nagaon,535675,1153926434.0592713
assam,2020,3,District,dibrugarh,526945,1106487215.771987
assam,2020,3,District,cachar,487493,920279966.2377983
assam,2020,3,District,kamrup,445726,878646586.9277798
assam,2020,3,District,tinsukia,442335,839411510.8503457
assam,2020,3,District,jorhat,315288,542788284.757088
assam,2020,3,District,golaghat,278714,484885427.8581189
assam,2020,4,District,kamrup metropolitan,5300547,16105922899.456022
assam,2020,4,District,barpeta,724763,2053361856.4779525
assam,2020,4,District,sonitpur,676306,1560923095.7659311
assam,2020,4,District,nagaon,667880,1665021995.8192074
assam,2020,4,District,dibrugarh,631601,1479167066.80543
assam,2020,4,District,cachar,623731,1434767202.3488228
assam,2020,4,District,kamrup,557203,1271039293.2521
assam,2020,4,District,tinsukia,543941,1209737013.9697673
assam,2020,4,District,jorhat,400452,815676507.4744498
assam,2020,4,District,goalpara,381733,1018165139.8396726
assam,2021,1,District,kamrup metropolitan,9400818,24003716533.697937
assam,2021,1,District,barpeta,768249,2378951523.3799787
assam,2021,1,District,dibrugarh,680608,1710571109.9822497
assam,2021,1,District,nagaon,675634,2019926209.3789358
assam,2021,1,District,sonitpur,669242,1689369790.4289408
assam,2021,1,District,cachar,614703,1577581912.6812966
assam,2021,1,District,kamrup,557802,1450662971.6951797
assam,2021,1,District,tinsukia,480161,1160430411.7091095
assam,2021,1,District,goalpara,400249,1203600745.3463283
assam,2021,1,District,jorhat,388882,856404785.4295709
assam,2021,2,District,kamrup metropolitan,12113618,26948905679.32876
assam,2021,2,District,barpeta,1094358,2927546915.4449625
assam,2021,2,District,nagaon,928187,2446953429.3994994
assam,2021,2,District,dibrugarh,870918,1976153977.7728927
assam,2021,2,District,sonitpur,848080,1929013770.5926275
assam,2021,2,District,cachar,743120,1680050955.980187
assam,2021,2,District,kamrup,737877,1686926641.03952
assam,2021,2,District,tinsukia,606143,1318534292.5264628
assam,2021,2,District,goalpara,544911,1475602701.2507868
assam,2021,2,District,dhubri,528440,1316708576.7981753
assam,2021,3,District,kamrup metropolitan,16840668,36123082534.66112
assam,2021,3,District,barpeta,1436928,3522432994.68204
assam,2021,3,District,nagaon,1156024,2903215135.784228
assam,2021,3,District,dibrugarh,1116075,2517711536.27678
assam,2021,3,District,sonitpur,1030160,2385666128.443201
assam,2021,3,District,cachar,998685,2285248942.8809485
assam,2021,3,District,kamrup,957373,2112276358.4188256
assam,2021,3,District,tinsukia,726497,1620117007.2069793
assam,2021,3,District,dhubri,668723,1682447560.536893
assam,2021,3,District,goalpara,650085,1747257315.9936595
assam,2021,4,District,kamrup metropolitan,22903930,48177919267.36949
assam,2021,4,District,barpeta,2145496,5341626359.643989
assam,2021,4,District,nagaon,1599255,4181552742.898878
assam,2021,4,District,dibrugarh,1489321,3247229901.0804715
assam,2021,4,District,sonitpur,1437714,3119948215.769208
assam,2021,4,District,cachar,1424029,3288405319.030481
assam,2021,4,District,kamrup,1326629,2906827875.9780307
assam,2021,4,District,dhubri,947815,2452971274.528925
assam,2021,4,District,tinsukia,924326,2099664801.0310597
assam,2021,4,District,goalpara,920783,2590433257.901761
assam,2022,1,District,kamrup metropolitan,28908435,60093746992.89225
assam,2022,1,District,barpeta,2846523,7413611760.549713
assam,2022,1,District,nagaon,2049272,5405490459.948577
assam,2022,1,District,cachar,1869862,4225305321.2857337
assam,2022,1,District,dibrugarh,1830668,3721424814.9586687
assam,2022,1,District,sonitpur,1805856,3651941482.2987123
assam,2022,1,District,kamrup,1708845,3838019247.423967
assam,2022,1,District,goalpara,1299073,3720380319.732236
assam,2022,1,District,dhubri,1247298,3380205337.1301537
assam,2022,1,District,darrang,1205741,2732173374.6894684
assam,2022,2,District,kamrup metropolitan,37896005,70515346667.22394
assam,2022,2,District,barpeta,3782074,8597920826.98738
assam,2022,2,District,nagaon,2624899,6401629329.647786
assam,2022,2,District,dibrugarh,2372318,4426557091.530311
assam,2022,2,District,sonitpur,2331103,4228702694.640686
assam,2022,2,District,cachar,2208886,4390976386.361718
assam,2022,2,District,kamrup,2122755,4247651138.5524573
assam,2022,2,District,darrang,1764727,3227701241.9922867
assam,2022,2,District,dhubri,1748061,4095843491.5119724
assam,2022,2,District,goalpara,1660385,4241626695.28664
assam,2022,3,District,kamrup metropolitan,39606017,69410860235.2296
assam,2022,3,District,barpeta,4561028,9149960686.489628
assam,2022,3,District,sonitpur,3096898,5410346627.41358
assam,2022,3,District,nagaon,2968058,6558107158.010572
assam,2022,3,District,cachar,2665315,5192449137.351445
assam,2022,3,District,kamrup,2430234,4614592326.476387
assam,2022,3,District,dibrugarh,2307181,3933628296.025187
assam,2022,3,District,jorhat,2264530,3694675386.605816
assam,2022,3,District,dhubri,2223747,4556385241.834757
assam,2022,3,District,goalpara,2054687,4590076568.303604
assam,2022,4,District,kamrup metropolitan,48873033,84183380553.41818
assam,2022,4,District,barpeta,5914147,12025232756.80872
assam,2022,4,District,sonitpur,3570910,5955878582.005959
assam,2022,4,District,kamrup,3473735,6488564510.007879
assam,2022,4,District,nagaon,3466436,7442294882.997084
assam,2022,4,District,cachar,3169492,6146128032.607638
assam,2022,4,District,dhubri,2801543,5696918774.408015
assam,2022,4,District,dibrugarh,2781759,4540236249.409073
assam,2022,4,District,goalpara,2471469,5401152298.290413
assam,2022,4,District,bongaigaon,2301942,4663672960.523357
assam,2023,1,District,kamrup metropolitan,22957420,32177527551.0
assam,2023,1,District,barpeta,8607360,18729528128.0
assam,2023,1,District,nagaon,6685799,14229904732.0
assam,2023,1,District,cachar,5638260,10760387455.0
assam,2023,1,District,sonitpur,5085643,8045533285.0
assam,2023,1,District,kamrup,4930296,9371100434.0
assam,2023,1,District,dhubri,4783556,10188898480.0
assam,2023,1,District,goalpara,4337423,9833497403.0
assam,2023,1,District,dibrugarh,3760225,5608974753.0
assam,2023,1,District,darrang,3615988,7158735706.0
assam,2023,2,District,kamrup metropolitan,27633429,36066525702.0
assam,2023,2,District,barpeta,10582441,20577968723.0
assam,2023,2,District,nagaon,8290774,15933295314.0
assam,2023,2,District,cachar,6593914,11304410610.0
assam,2023,2,District,sonitpur,6079471,9155763527.0
assam,2023,2,District,kamrup,6019583,10319507492.0
assam,2023,2,District,dhubri,5998987,11652162342.0
assam,2023,2,District,goalpara,5347770,10755879893.0
assam,2023,2,District,darrang,4517036,7943501699.0
assam,2023,2,District,dibrugarh,4515459,6339612450.0
assam,2023,3,District,kamrup metropolitan,33252533,38969448090.0
assam,2023,3,District,barpeta,12553937,19547199120.0
